id,name,cuisine,baseServings,protein,allergens,difficulty,prepTime,emoji,imageUrl,imgQ,ingredients,instructions
r123,Peanut Tofu Rice Bowl,Asian,4,tofu|vegan,peanuts|soy,Easy,25,🌱,"https://loremflickr.com/760/560/Peanut,Tofu,Rice,Bowl,recipe,food?lock=223",Peanut Tofu Rice Bowl recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Peas"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Peanut Paste"",""amount"":80,""unit"":""g""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r124,Sesame Tofu with Broccoli,Asian,4,tofu|vegan,sesame|soy,Easy,30,🌱,"https://loremflickr.com/760/560/Sesame,Tofu,with,Broccoli,recipe,food?lock=224",Sesame Tofu with Broccoli recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Broccoli"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r125,Black Pepper Tofu,Asian,4,tofu|vegan,soy,Easy,30,🌱,"https://loremflickr.com/760/560/Black,Pepper,Tofu,recipe,food?lock=225",Black Pepper Tofu recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Bell Peppers"",""amount"":2,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":50,""unit"":""ml""},{""name"":""Black Pepper"",""amount"":2,""unit"":""tsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r126,Sweet and Sour Tofu,Asian,4,tofu|vegan,soy,Easy,30,🌱,"https://loremflickr.com/760/560/Sweet,and,Sour,Tofu,recipe,food?lock=226",Sweet and Sour Tofu recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Pineapple Juice"",""amount"":80,""unit"":""ml""},{""name"":""Rice Vinegar"",""amount"":40,""unit"":""ml""},{""name"":""Tomato Paste"",""amount"":1,""unit"":""tbsp""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r127,Gochujang Tofu Bowl,Asian,4,tofu|vegan,soy,Easy,25,🌱,"https://loremflickr.com/760/560/Gochujang,Tofu,Bowl,recipe,food?lock=227",Gochujang Tofu Bowl recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Gochujang"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Sesame Oil"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r128,Korean Tofu Bibimbap,Asian,4,tofu|vegan,soy,Easy,30,🌱,"https://loremflickr.com/760/560/Korean,Tofu,Bibimbap,recipe,food?lock=228",Korean Tofu Bibimbap recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Gochujang"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Sesame Oil"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r129,Miso Aubergine Rice Bowl,Asian,4,vegetarian,soy,Easy,25,🍚,"https://loremflickr.com/760/560/Miso,Aubergine,Rice,Bowl,recipe,food?lock=229",Miso Aubergine Rice Bowl recipe,"[{""name"":""Aubergine"",""amount"":2,""unit"":""pcs""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Miso Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":30,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r130,Miso Mushroom Ramen,Asian,4,vegan,gluten|soy,Medium,40,🍜,"https://loremflickr.com/760/560/Miso,Mushroom,Ramen,recipe,food?lock=230",Miso Mushroom Ramen recipe,"[{""name"":""Mushrooms"",""amount"":400,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Miso Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":30,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r131,Vegan Mushroom Ramen,Asian,4,vegan,gluten|soy,Medium,40,🍜,"https://loremflickr.com/760/560/Vegan,Mushroom,Ramen,recipe,food?lock=231",Vegan Mushroom Ramen recipe,"[{""name"":""Mushrooms"",""amount"":400,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r132,Shoyu Egg Ramen,Asian,4,vegetarian,eggs|gluten|soy,Medium,40,🍜,"https://loremflickr.com/760/560/Shoyu,Egg,Ramen,recipe,food?lock=232",Shoyu Egg Ramen recipe,"[{""name"":""Eggs"",""amount"":4,""unit"":""pcs""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r133,Udon Noodle Soup with Tofu,Asian,4,tofu|vegan,gluten|soy,Medium,40,🌱,"https://loremflickr.com/760/560/Udon,Noodle,Soup,with,Tofu,recipe,food?lock=233",Udon Noodle Soup with Tofu recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r134,Vegan Udon with Shiitake and Greens,Asian,4,vegan,gluten|soy,Easy,30,🍜,"https://loremflickr.com/760/560/Vegan,Udon,with,Shiitake,and,Greens,recipe,food?lock=234",Vegan Udon with Shiitake and Greens recipe,"[{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r135,Soba Noodle Salad with Sesame Dressing,Asian,4,vegan,gluten|sesame|soy,Easy,25,🍜,"https://loremflickr.com/760/560/Soba,Noodle,Salad,with,Sesame,Dressing,recipe,food?lock=235",Soba Noodle Salad with Sesame Dressing recipe,"[{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Cook the grain or noodles and cool slightly."",""Prepare fresh vegetables, herbs and dressing."",""Cook or warm the protein if required."",""Arrange the base, vegetables and protein in bowls."",""Drizzle with dressing and toss gently."",""Serve with lime wedges or extra herbs.""]"
r136,Peanut Soba Noodles with Cucumber,Asian,4,vegan,gluten|peanuts|sesame|soy,Easy,30,🍜,"https://loremflickr.com/760/560/Peanut,Soba,Noodles,with,Cucumber,recipe,food?lock=236",Peanut Soba Noodles with Cucumber recipe,"[{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Peas"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Peanut Paste"",""amount"":80,""unit"":""g""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r137,Mushroom Lo Mein,Asian,4,vegan,gluten|soy,Easy,30,🍜,"https://loremflickr.com/760/560/Mushroom,Lo,Mein,recipe,food?lock=237",Mushroom Lo Mein recipe,"[{""name"":""Mushrooms"",""amount"":400,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r138,Vegetable Chow Mein,Asian,4,vegan,gluten|soy,Easy,30,🥗,"https://loremflickr.com/760/560/Vegetable,Chow,Mein,recipe,food?lock=238",Vegetable Chow Mein recipe,"[{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r139,Singapore-Style Rice Noodles with Tofu,Asian,4,tofu|vegan,gluten|soy,Easy,30,🌱,"https://loremflickr.com/760/560/Singapore,Style,Rice,Noodles,with,Tofu,recipe,food?lock=239",Singapore-Style Rice Noodles with Tofu recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r140,Vegetable Gyoza Bowl,Asian,4,vegan,gluten|soy,Easy,25,🥗,"https://loremflickr.com/760/560/Vegetable,Gyoza,Bowl,recipe,food?lock=240",Vegetable Gyoza Bowl recipe,"[{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r141,Hoisin Mushroom Bao Buns,Asian,4,vegan,gluten|soy,Easy,30,🍄,"https://loremflickr.com/760/560/Hoisin,Mushroom,Bao,Buns,recipe,food?lock=241",Hoisin Mushroom Bao Buns recipe,"[{""name"":""Mushrooms"",""amount"":400,""unit"":""g""},{""name"":""Bao Buns"",""amount"":8,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Hoisin Sauce"",""amount"":80,""unit"":""ml""},{""name"":""Soy Sauce"",""amount"":30,""unit"":""ml""},{""name"":""Rice Vinegar"",""amount"":1,""unit"":""tbsp""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r142,Korean Japchae with Vegetables,Asian,4,vegan,soy,Easy,30,🥗,"https://loremflickr.com/760/560/Korean,Japchae,with,Vegetables,recipe,food?lock=242",Korean Japchae with Vegetables recipe,"[{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Gochujang"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Sesame Oil"",""amount"":1,""unit"":""tbsp""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r143,Thai Vegetable Curry,Asian,4,vegan,soy,Medium,40,🍛,"https://loremflickr.com/760/560/Thai,Vegetable,Curry,recipe,food?lock=243",Thai Vegetable Curry recipe,"[{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r144,Thai Pumpkin Curry,Asian,4,vegan,soy,Medium,40,🍛,"https://loremflickr.com/760/560/Thai,Pumpkin,Curry,recipe,food?lock=244",Thai Pumpkin Curry recipe,"[{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Butternut Squash"",""amount"":600,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r145,Thai Green Curry with Tofu,Asian,4,tofu|vegan,soy,Medium,40,🌱,"https://loremflickr.com/760/560/Thai,Green,Curry,with,Tofu,recipe,food?lock=245",Thai Green Curry with Tofu recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Green Curry Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r146,Thai Red Curry with Aubergine,Asian,4,vegetarian,,Medium,40,🍛,"https://loremflickr.com/760/560/Thai,Red,Curry,with,Aubergine,recipe,food?lock=246",Thai Red Curry with Aubergine recipe,"[{""name"":""Aubergine"",""amount"":2,""unit"":""pcs""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Red Curry Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r147,Thai Yellow Vegetable Curry,Asian,4,vegan,,Medium,40,🍛,"https://loremflickr.com/760/560/Thai,Yellow,Vegetable,Curry,recipe,food?lock=247",Thai Yellow Vegetable Curry recipe,"[{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Yellow Curry Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Turmeric"",""amount"":1,""unit"":""tsp""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r148,Massaman Potato Curry,Asian,4,vegan,soy,Medium,40,🍛,"https://loremflickr.com/760/560/Massaman,Potato,Curry,recipe,food?lock=248",Massaman Potato Curry recipe,"[{""name"":""Potatoes"",""amount"":600,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r149,Malaysian Tofu Laksa,Asian,4,tofu|vegan,soy,Medium,40,🌱,"https://loremflickr.com/760/560/Malaysian,Tofu,Laksa,recipe,food?lock=249",Malaysian Tofu Laksa recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r150,Coconut Tofu Noodle Soup,Asian,4,tofu|vegan,gluten|soy,Medium,40,🌱,"https://loremflickr.com/760/560/Coconut,Tofu,Noodle,Soup,recipe,food?lock=250",Coconut Tofu Noodle Soup recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r151,Indonesian Gado-Gado Bowl,Asian,4,vegan,peanuts|soy,Easy,25,🥗,"https://loremflickr.com/760/560/Indonesian,Gado,Gado,Bowl,recipe,food?lock=251",Indonesian Gado-Gado Bowl recipe,"[{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Peanut Paste"",""amount"":80,""unit"":""g""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r152,Indonesian Coconut Vegetable Curry,Asian,4,vegan,,Medium,40,🍛,"https://loremflickr.com/760/560/Indonesian,Coconut,Vegetable,Curry,recipe,food?lock=252",Indonesian Coconut Vegetable Curry recipe,"[{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
